"GSM3433436"	"GSM3433437"	"GSM3433438"	"GSM3433439"
"CCL21"	11.55304	13.0627	20.36753	61.12857
"CYP21A2"	92.02016	55.23714	46.32402	56.89709
"LYZ"	25.34375	19.00882	7.901689	44.27695
"DLG7"	16.12255	7.574039	129.0862	53.40607
"TMEM100"	4.88148	220.7134	7.185792	75.8876
"THBS1"	10482.61	6994.864	9310.283	14603.26
"EPHB2"	116.5716	281.0013	36.73359	184.3588
"GADD45G"	291.4662	138.0428	357.2844	322.7193
"UGT2B10"	12.47101	7.839083	2.17035	26.12985
"XYLB"	44.56356	44.55191	33.89658	48.75163
"HNRPR"	1200.382	1318.221	3150.275	3096.183
"RAB40B"	995.1824	1051.142	983.9501	864.2601
"RBBP8"	28.34132	33.12276	25.6109	59.56483
"EML2"	2911.161	1713.433	2110.053	1556.327
"DAZAP2"	10923.21	8655.534	9027.724	9426.709
"POLDIP2"	1028.802	931.8026	575.0454	498.5171
"SLC6A20"	10.37942	13.29132	7.174509	35.5551
"PCNX"	1339.353	941.2562	835.8135	1184.19
"MGC35308"	34.40805	22.86762	15.10294	40.01912
"CRLF1"	907.7829	1067.976	294.4701	634.732
"LRRC27"	33.39148	23.56071	19.18028	37.89871
"MYO3B"	-0.1268645	4.506796	1.188636	33.21759
"TMEM71"	13.09463	16.99191	4.391357	24.85278
"SLC5A11"	56.74882	64.56467	41.92027	79.72266
"VASH1"	784.4536	616.6301	549.4449	1013.304
"C6orf85"	1772.187	1518.19	1064.71	1626.414
"MTERFD2"	67.12649	59.14896	42.8453	79.61974
"MGC34646"	17.2448	17.18783	8.118996	39.61367
"PPAPDC2"	402.453	466.4828	415.937	434.9207
"HSN2"	31.35196	25.70358	23.54629	91.28557
"ZNF676"	5.861506	4.150437	6.713517	23.62376
"ZBED2"	293.5285	92.00544	191.6613	73.81519
"FLJ10292"	20.3062	24.11973	21.4117	49.19199
"GADL1"	12.68698	12.87193	4.700651	34.68169
"OR10G4"	1.662603	4.301261	-7.651144	26.65843
"ZXDA"	28.69644	22.67731	15.4197	42.51513
"FLJ46358"	17.5706	19.717	1.461338	33.26442
"ZCCHC11"	207.6102	173.143	608.8961	674.1431
"F8A3"	24.52733	13.71777	-0.5424824	29.40033
"ZNF205"	187.1915	195.1388	113.7383	166.1469
"CYP2C18"	6.276946	7.246226	-12.17181	37.59195
"PPCDC"	14.24038	24.96744	10.95817	35.96807
"FLJ13646"	19.84553	12.30244	52.26704	73.06989
"DKFZp434N062"	1454.185	2144.183	675.5703	526.7306
"PLA2G12A"	183.3578	217.4115	378.2078	520.7712
"PCMTD2"	426.6089	310.88	877.4573	668.904
"TBRG1"	53.99697	60.88749	42.25672	68.41487
"CSH2"	-8.547625	4.313809	-9.624136	27.90744
"SNX2"	1003.971	877.2613	3483.226	2907.616
"ADIPOR1"	2150.125	1579.719	1104.871	1108.377
"PSEN2"	1828.427	1248.814	956.933	701.5075
"WDR36"	198.1238	135.177	574.9031	705.746
"CD9"	11943.32	10313.14	8535.441	8420.921
"C12orf32"	304.2416	283.9101	282.8151	371.077
"MAML3"	68.0939	72.32794	35.50151	69.20957
"ERO1L"	186.7987	272.0356	456.8452	464.3211
"HIST1H1A"	11.8375	8.649211	0.847908	35.43755
"FLJ41046"	54.16713	51.296	42.87766	77.09953
"TPP2"	60.98029	54.84586	113.3205	102.5224
"CTSW"	113.2149	83.27979	57.00052	113.0051
"CEP135"	119.0436	77.9982	473.3619	529.5077
"ABCG8"	-0.199712	1.698587	-7.041973	22.69739
"RNU3IP2"	572.365	940.4432	267.5631	259.0945
"DCP2"	452.9684	255.4743	2657.512	2743.77
"HERC1"	475.2075	405.3564	500.1995	597.378
"S100A2"	63.94978	64.1666	26.79101	45.1149
"BIRC6"	177.732	231.4357	693.232	686.0021
"RAD21"	500.6787	370.1614	388.8834	380.5634
"TNN"	38.90622	11.84353	18.29362	51.40603
"PLCL3"	5.648417	0.209745	-1.621674	32.1669
"RPL5"	27939.11	15530.4	16802.56	20516.55
"ABP1"	52.1584	34.95958	62.25765	105.3531
"LOC132321"	135.2043	182.0042	651.6526	731.2977
"C17orf59"	2245.839	2216.513	1403.432	1643.998
"C8orf52"	387.6477	452.1825	971.825	1425.053
"ETNK2"	116.5998	76.31401	46.78457	62.6605
"TBC1D10B"	497.7185	411.6212	231.7628	301.5403
"SLA"	4.200711	12.76115	5.925138	36.41611
"JTV1"	6003.217	6527.125	3611.905	4129.417
"FBXL3"	175.0101	163.9848	577.905	654.1235
"FLJ42102"	4.161334	15.96501	-2.463915	26.97543
"C20orf26"	24.29656	15.91689	11.09037	54.84857
"SMU1"	1026.169	1014.636	712.2213	703.9063
"SPSB2"	273.8947	423.9061	130.5573	181.9234
"TMEM62"	1131.764	880.6107	553.8513	615.6697
"RGL2"	1513.349	975.1603	838.9604	1028.939
"TRIM44"	1119.188	1128.225	1597.011	1754.404
"CPEB4"	483.7107	151.6311	1204.027	919.7038
"ADHFE1"	307.4894	304.6931	299.9176	125.6356
"ZBTB4"	1595.599	1190.075	1281.729	1504.14
"C21orf88"	20.88133	23.00692	14.74525	40.19637
"PANX3"	21.08308	19.39286	16.15779	40.77925
"NOL6"	1379.472	998.2558	873.3826	933.704
"PSMD14"	2555.446	3406.774	3816.744	4025.352
"SPIRE2"	183.9149	143.735	168.7458	124.4521
"FLJ12886"	245.6057	261.8279	77.24609	138.9198
"C2orf10"	15.19188	13.28175	12.85407	27.39616
"CBS"	4223.447	2987.596	2695.908	3553.148
"OR13C2"	-8.561019	-4.064265	-12.79796	26.9634
"IKBKG"	2324.889	2352.134	1416.066	1530.483
"IRGQ"	31.20352	31.1601	13.89278	51.61154
"FAM20A"	114.4945	105.5097	39.07536	36.47429
"REXO1L1"	6.768178	10.22267	-5.964652	29.83208
"IRAK4"	119.4151	142.1168	82.16693	106.8184
"FLJ21657"	44.86607	42.4192	285.6362	365.1213
"DKFZp451M2119"	30.07574	32.41799	47.01475	74.12038
"GSPT1"	7784.143	5711.211	6934.837	7953.936
"OR4C16"	25.65759	33.88699	12.67717	56.45255
"NOMO3"	56.61322	45.39825	24.95473	57.55858
"MGC21830"	99.76717	112.6844	61.25503	113.2289
"THAP7"	123.2441	155.6587	34.12066	74.50169
"MGC24665"	182.9308	95.21236	66.46002	89.35821
"NPTX1"	34.90984	43.86452	33.03901	78.57996
"C19orf2"	3686.294	3892.61	6365.514	6826.91
"FLJ40172"	-6.537382	5.343721	2.551628	22.15443
"CEACAM21"	46.78596	55.87913	21.41021	45.56615
"IMPG2"	27.03413	29.22595	15.00756	53.33973
"PLEKHG1"	29.61453	34.50852	28.2764	77.08876
"SEPT10"	155.0432	87.0797	314.8056	374.3376
"CSN1S1"	69.22201	121.4475	111.1662	128.5624
"LOC374768"	7.6381	6.501918	-0.699511	22.29465
"CSF2RA"	68.24606	75.69316	23.28337	56.51169
"APEX2"	974.6822	1421.628	532.8506	718.1671
"SAMD4A"	699.3732	667.3801	427.1754	646.1185
"CXCL10"	81.79332	82.05434	121.6926	115.1873
"STYXL1"	700.0283	771.5819	393.1528	523.0461
"PRR5"	785.5988	671.7983	473.2195	444.3807
"COL13A1"	64.30793	85.42681	42.37833	88.71535
"MYH11"	21.11957	24.86111	11.08064	63.26751
"APBB1"	15.31675	18.59312	6.426425	27.60791
"RFXAP"	118.2052	77.76016	202.9656	167.9421
"SLC26A6"	1070.343	572.2757	482.0849	472.3117
"CIB4"	1.763409	5.3246	4.126651	23.50799
"COBRA1"	1792.964	1717.075	671.9711	848.9961
"HOXD9"	34.61461	32.32096	12.33604	55.90268
"SGPL1"	387.3261	498.6598	190.5404	639.3154
"PDE3B"	6.866089	3.078279	-14.18885	24.19638
"MTX1"	1343.443	1877.215	546.0298	618.3465
"SMC1L2"	8.352551	7.209119	6.929051	30.15988
"CENTD3"	854.9979	809.2762	554.6902	902.7277
"ERCC8"	-0.7935901	0.5165924	-7.033647	19.36801
"FNTA"	1949.412	2043.207	1439.324	1466.13
"INOC1"	376.3581	377.9161	435.3914	527.5515
"PSIP1"	176.2772	94.30896	890.1172	743.9907
"MIOX"	3.262726	7.722848	17.07789	37.9067
"MUC7"	4.497057	2.570465	-5.329685	38.30251
"WASF2"	787.4474	479.8582	491.3316	550.5353
"CTDSPL"	1659.675	919.9669	1252.643	866.9005
"CHD2"	-5.382684	9.216196	-6.701723	27.6001
"RANGNRF"	741.2116	1156.848	324.935	339.294
"AASDH"	262.0336	254.6025	650.7894	644.1716
"THRAP3"	79.32467	63.37729	93.21164	121.1599
"ANGPT1"	22.09128	25.96603	55.13837	57.44675
"CAV2"	902.6409	841.1287	1553.389	1558.454
"RAGE"	1246.352	1304.107	973.7154	1009.545
"SLIC1"	12.17401	17.32601	3.993503	39.52593
"PSMD13"	486.8819	706.1223	259.2556	296.7067
"HIRIP3"	604.7031	484.3676	413.4745	406.5138
"FBXL21"	6.035445	6.585502	8.768274	38.78587
"C14orf115"	32.73242	24.27401	26.90765	60.95763
"PARP6"	2780.028	1832.415	1958.228	2070.74
"LOC113179"	120.7143	131.252	48.98385	93.7892
"ATP6V0C"	1216.032	930.3135	373.1557	411.253
"C17orf28"	49.96316	43.12762	24.77342	69.45429
"ARMC5"	216.332	192.7758	107.1182	171.9219
"QRSL1"	66.08893	79.49071	49.81203	71.31243
"GOLT1B"	351.1197	394.6451	1228.18	1894.748
"ZNF273"	6.847512	7.779128	17.00663	49.63934
"PLEKHA4"	391.5082	298.5129	171.0235	239.5246
"C21orf99"	7.247364	12.56518	2.760186	30.02949
"ZNF238"	34.01677	29.84736	37.78425	68.98839
"PSD4"	44.18756	42.72296	31.54131	55.18045
"LNK"	469.5177	572.8619	440.0881	653.0582
"C1orf112"	249.4549	186.0488	164.324	247.6208
"BCORL2"	22.37504	15.87194	19.25969	40.80817
"TPD52L2"	15047.32	9148.395	8637.686	9902.26
"C11orf35"	65.58159	39.72178	35.13026	59.76904
"ANAPC5"	5878.76	5658.206	3130.68	3566.569
"PPP1CC"	5392.122	4516.109	7205.335	7628.147
"C10orf65"	1907.126	1793.104	2056.579	532.625
"NRK"	224.1584	81.30431	1120.696	634.9821
"FLJ22624"	45.61296	82.97907	171.1261	179.1666
"LOC91661"	26.72732	31.6124	9.508695	39.83619
"CYB5R1"	7644.181	6687.55	4402.185	5195.444
"C20orf179"	20.42203	14.95447	10.61819	42.65414
"MIB1"	29.43117	14.92132	283.8255	341.6284
"RAB3C"	-3.115953	3.410551	-2.483896	33.77172
"DEFB108B"	26.0728	39.11715	27.87774	42.71128
"MAGEC3"	14.71735	15.28352	1.658281	37.252
"SERINC4"	44.37959	39.77844	23.90251	62.67511
"MRGPRF"	1901.977	1049.254	863.4674	304.9689
"PFN3"	16.39196	13.49609	-1.656997	34.16901
"ZNF218"	246.3298	184.6149	131.6754	126.8523
"LOC374920"	62.99176	39.54487	29.22036	61.81815
"SLC44A2"	7995.141	6469.543	5033.672	6860.662
"PBOV1"	25.40094	12.10108	13.47681	30.39734
"RAB34"	3578.18	5040.249	1534.902	1393.476
"POU3F2"	-5.137756	3.630225	-10.93472	13.09102
"VEGF"	103.0554	169.0095	81.05528	148.5611
"ZNF740"	57.95113	62.38767	24.97044	38.9352
"MT"	308.3485	348.8293	123.9563	140.3364
"AKAP5"	6.814134	5.387538	1.634879	29.09887
"CD68"	3004.021	1956.609	1444.659	1689.595
"EAF2"	-6.088033	24.00413	27.34469	62.04026
"NPDC1"	3915.112	3145.012	2466.375	2723.262
"UCHL3"	934.6373	1072.136	1913.229	1722.47
"IL17D"	138.4529	182.5815	98.80388	98.71752
"PPAP2A"	1329.415	2863.73	593.941	2214.549
"CALCR"	8.717473	10.82675	-5.499271	36.04701
"SLC24A4"	22.66719	24.23892	5.578915	46.65208
"SCN4A"	27.5974	17.39134	3.419859	43.61513
"RTP4"	107.6209	144.8448	58.03631	102.4812
"PDLIM7"	1265.153	1277.562	637.1362	1142.755
"GNG2"	45.1343	44.58357	70.85645	141.289
"LARGE"	688.652	798.744	585.3618	820.8965
"SQLE"	568.1884	481.7618	347.815	295.7718
"NIPBL"	23.51497	5.6396	61.74593	112.108
"EPHX1"	2008.984	1896.03	790.6723	873.4479
"IL31RA"	21.85999	18.01862	12.45124	35.79549
"SLC27A4"	47.81056	66.3308	36.80759	71.20093
"IGFBP6"	15043.86	14714.93	4801.463	4814.986
"SMURF2"	34.27901	56.03534	67.05863	75.5713
"TCEAL6"	19.10705	32.97059	15.80957	29.17633
"C17orf63"	788.173	731.189	642.7707	793.2305
"GABARAPL1"	15424.94	11308.35	13461.82	17176.99
"UGT2B11"	21.12612	30.51819	1.637694	35.14333
"SPINK2"	5.439221	10.6047	-3.299482	41.92474
"FBXL5"	321.6816	412.0846	314.147	285.3277
"CCDC25"	1780.063	1285.214	2077.438	2050.734
"FLJ20294"	65.26652	62.43348	36.03481	66.95702
"FLJ45187"	206.4631	362.3919	51.87709	279.2009
"MORC4"	2503.862	2027.285	2822.301	2819.391
"SNRK"	227.9882	265.4744	363.8004	367.7397
"SCRT2"	64.33638	57.3981	66.08429	105.1525
"GALNT11"	2540.639	2287.6	2462.62	2320.765
"CRYBA2"	35.01207	27.9801	9.465846	50.84134
"FNDC5"	67.7712	165.8837	44.72192	125.1553
"C6orf108"	2721.944	3547.93	1283.088	1102.582
"LYPD2"	25.911	28.48567	20.37126	55.51
"GSC"	55.21354	38.10336	18.37611	46.8055
"TTC9C"	310.2385	435.1294	237.909	266.8533
"MGC4618"	2235.361	1710.523	1451.469	1561.052
"C1orf101"	57.02329	43.52256	111.4931	229.2707
"HNRPA3"	91.93565	66.14883	90.31799	132.3105
"HSPC196"	2033.491	2133.493	1374.073	1240.883
"ABLIM2"	233.4818	209.5477	143.5592	108.2657
"KIF22"	309.9627	250.0598	108.9031	103.0062
"ZNF595"	18.82376	42.67419	19.08721	60.08496
"NDUFA2"	12324.35	12699.75	6363.792	6745.903
"LOC92689"	267.8885	199.9055	166.2319	280.8293
"C19orf24"	1236.735	2068.686	487.2729	495.7375
"ABCB4"	0.8053772	13.70624	-4.993332	19.02572
"REM1"	69.90861	28.92161	18.49065	42.42903
"FLJ21901"	124.7029	163.9198	428.4723	504.4322
"C6orf69"	1471.333	841.3106	1023.738	1157.177
"RPL41"	398.5818	444.5624	229.6062	231.3095
"FLJ40142"	299.7212	277.9758	218.5938	216.2023
"GZMM"	2.880191	8.042906	-2.174829	29.35782
"CCT2"	9048.899	9701.377	6077.185	6528.916
"USP1"	87.96609	68.25325	393.167	459.6477
"TTC3"	876.3129	607.2134	3515.28	4111.881
"RNF126"	442.6387	428.7195	223.7106	343.3589
"LOC283849"	33.29422	27.54372	24.60622	54.59601
"FLJ31875"	27.54102	11.20519	-6.911887	28.09612
"IHH"	19.42226	27.39195	16.99557	47.04861
"SFMBT2"	15.52349	17.77048	5.949646	37.3041
"LOC441294"	26.20936	22.52749	9.090288	45.96381
"XBP1"	1749.835	2590.462	1859.825	3014.878
"FTCD"	-10.68486	6.32775	7.819344	31.1444
"XRCC3"	113.3073	80.87147	39.29778	53.72498
"SAMD4B"	319.9622	319.6829	171.3124	246.5618
"PRRG3"	11.821	11.58458	6.837489	39.55572
"PIGF"	845.1379	1405.376	833.7946	685.259
"APOBEC3B"	34.2783	41.3562	8.263891	38.9622
"AKAP10"	127.6769	73.15428	62.00969	85.12157
"ANKRD20A3"	7.275077	-1.242241	2.36028	40.15533
"CYP4X1"	37.99872	35.59798	21.56528	51.36436
"GNRH2"	10.97559	7.648286	0.1086936	30.95201
"POLR3F"	227.4517	356.8698	376.1169	412.3746
"HSD17B7"	3845.492	3746.088	8160.095	11548.7
"GEMIN7"	4.087134	13.86842	4.378318	21.94105
"TRIM22"	761.1799	574.4077	792.8881	597.8336
"SSBP2"	820.3344	562.9395	920.4618	604.6514
"ARL8A"	11.18108	14.6932	9.16764	38.02412
"RHBG"	19.08941	13.62623	9.299554	49.43813
"MYST1"	878.8834	810.4922	412.1438	378.4407
"CAMK4"	2.404763	5.627322	1.709827	35.11406
"DMBT1"	12.94902	9.982124	4.858033	39.1508
"MGC16385"	2138.087	2012.439	1618.131	1889.063
"TMIE"	-0.5267514	8.032413	-6.42913	23.75211
"SUNC1"	1.509021	10.62678	-6.046254	34.41998
"UGT2B15"	7.827922	-2.319483	-2.43817	28.24917
"LSM4"	4905.672	5416.902	1858.949	1669.488
"CCDC68"	23.39184	19.31934	37.42063	64.48193
"ADORA3"	34.42671	21.02422	18.09662	59.98843
"EIF4ENIF1"	730.2599	556.4586	656.811	618.8408
"TNK2"	821.7452	663.8962	448.3499	732.3663
"TNFRSF10B"	2590.287	1932.73	1714.276	2567.317
"NBPF3"	36.38588	18.46467	26.51171	46.70435
"MAPK13"	448.1168	405.7516	228.0584	382.51
"FBXL6"	403.1377	376.8429	194.2785	264.544
"PCDH17"	-9.408424	10.68976	8.225095	35.25924
"CEACAM19"	30.88987	29.42935	81.27158	126.3167
"U2AF1L4"	144.9639	149.2205	47.30589	81.10142
"KIAA1712"	14.79274	17.74697	10.46337	49.51209
"NOL11"	794.7336	1130.536	2032.346	2246.509
"C6orf153"	4238.776	5240.315	2466.848	2759.47
"ATP13A2"	600.3063	844.668	240.8791	528.8744
"IMMP1L"	235.6947	311.5168	290.9177	285.1219
"KIAA1704"	107.361	131.3016	83.49928	144.9087
"GPT2"	2622.598	1651.327	2023.453	3390.553
"NAP1L5"	277.1319	261.0189	485.6112	459.7956
"AKNA"	201.4485	112.1557	136.776	227.8748
"NRN1"	22.58612	21.61746	16.98254	62.50022
"ZNF100"	9.47254	5.197199	-4.397959	23.33667
"KIAA1456"	6.401192	10.98146	-2.12603	29.5546
"TNNT1"	4540.068	4471.901	3054.715	4429.345
"GPR62"	6.473789	3.952023	3.982631	32.11443
"GNPTAB"	955.9235	780.0217	1704.244	1233.985
"SCARB1"	3365.113	2547.849	2195.973	2797.07
"MGC26744"	22.99184	22.75017	14.6057	29.07973
"LOC112869"	108.2232	137.3435	28.73289	88.28571
"SCN3A"	1.182694	1.72362	3.771946	32.2803
"DPY19L2"	12.73725	7.861913	39.33131	101.2161
"KLHDC7A"	0.6342703	13.65591	-4.862889	32.79225
"CYYR1"	-10.98933	4.386322	-1.397502	25.76926
"FLJ40712"	16.15092	16.0205	3.452118	36.9613
"CAMTA1"	38.11633	44.7137	78.34734	136.4511
"FYTTD1"	999.176	1256.749	3694.78	3992.879
"OR2C3"	4.287115	2.577743	-8.510446	27.8658
"SPATA9"	13.15387	9.443608	-1.481321	32.72359
"OR5R1"	21.51417	27.20318	22.43963	33.66011
"USP33"	880.9403	904.8172	1262.705	1144.311
"SESN1"	943.5399	1115.565	774.9001	986.4576
"NAP1L1"	637.2675	831.7951	2107.553	1793.955
"AHDC1"	471.3804	413.1907	194.9003	222.6744
"FNTB"	1090.013	908.1399	644.2977	762.211
"LOC130576"	131.8701	152.5319	83.28204	43.22834
"MPP3"	47.4179	64.39882	86.2972	129.1703
"ZNF720"	19.54609	24.36977	42.56936	62.38471
"PTPN1"	6542.81	3001.476	4130.356	3122.525
"FLJ20254"	1011.562	771.2585	342.9894	442.3694
"SRP19"	922.8823	1751.457	2033.438	2646.493
"TPH1"	0.7889096	4.602448	-8.050027	32.03417
"ZNF675"	20.4763	19.41429	64.94104	88.56896
"DOK4"	688.3005	804.9846	384.8854	469.5967
"CNTF"	-1.893064	1.210507	-5.367447	25.02111
"LAMA2"	49.0298	41.395	43.55824	78.44696
"FLJ23588"	38.93188	27.09439	28.48572	67.8579
"CD302"	92.05238	48.68935	302.7683	223.4526
"ASCIZ"	287.9727	401.8122	583.0104	562.2116
"FRG2"	2.272698	15.82557	7.657057	33.13137
"CXorf44"	202.3558	230.8153	208.5462	402.05
"CD28"	-2.202731	13.6101	-0.8021952	27.21752
"NDST1"	193.8903	218.0486	57.12329	217.739
"GTF2B"	934.4552	1155.466	619.7791	642.3737
"DUSP6"	40.29789	109.4219	13.54327	37.60543
"TXNL4B"	91.35818	103.2729	40.03495	76.72532
"TESK1"	991.5713	1312.397	569.338	877.0184
"GABRA1"	7.154519	1.073488	-11.7317	33.45193
"FECH"	305.366	243.502	338.8042	361.5619
"SUCLA2"	218.6693	255.7101	1074.672	873.354
"CENPA"	103.6778	98.69806	114.6248	49.28526
"SNAI1"	103.3022	619.7695	46.83873	158.4615
"FLJ25102"	20.06378	13.42291	10.33278	38.3544
"LYPLA1"	335.6282	389.7441	549.6446	556.0579
"CNTN6"	4.696526	11.98942	15.04658	36.04539
"CCDC9"	20.51727	28.73908	3.720787	46.05943
"CES4"	-0.8796402	0.7026097	-11.66387	29.74281
"C1orf75"	16.47028	18.11465	13.42685	46.25115
"IFNGR1"	1833.084	1854.092	2621.275	2477.054
"FAM20C"	419.7917	823.4609	129.9087	326.24
"C1orf90"	32.21766	29.95685	12.084	29.66618
"ZCWPW1"	574.7397	540.9069	515.396	539.403
"CDCA4"	488.1677	532.7759	274.6788	369.7753
"C1orf48"	1576.625	2302.7	2720.875	2747.897
"BIN1"	1598.527	1309.415	815.8316	561.5833
"RTTN"	45.53721	60.81319	37.10192	91.3672
"MAGEA8"	-7.760974	1.179537	0.7132798	34.4634
"ZNF526"	438.6602	316.9562	222.0348	304.8853
"HERC4"	458.6733	351.172	1273.031	1209.25
"CSPG5"	25.1091	35.43513	29.67086	74.18668
"SNRPD3"	818.8037	565.2486	345.8037	387.1887
"FLJ20125"	30.53516	45.1499	182.938	259.3673
"SLC16A14"	17.16604	17.04761	1.898395	36.59278
"CABP7"	16.19436	32.12412	4.684399	51.28382
"LOC389118"	37.02744	34.71074	21.81151	48.93015
"TLR9"	35.92379	46.17984	18.81334	49.54736
"RAB6B"	814.4745	513.0942	587.5901	592.118
"OR4K2"	13.31555	13.28567	12.90483	39.07802
"MAP6"	73.11816	54.02082	24.76995	50.57309
"FLJ42133"	43.13239	38.58141	32.06436	86.23791
"MRP63"	109.6102	168.7227	55.1117	95.0035
"H2BFS"	1681.912	1039.658	691.9281	673.2104
"OR5T1"	6.851239	13.75077	-12.25847	22.2856
"AFMID"	480.0852	453.4028	179.8566	186.1592
"FAM36A"	362.9067	599.7776	509.7118	710.4688
"PLAC8L1"	13.1641	19.57432	20.37242	64.37932
"IGSF8"	93.41267	71.65384	36.67892	65.52604
"ZNF294"	124.9021	57.46353	561.6962	657.2834
"LOH3CR2A"	65.25343	279.5474	138.4243	248.9793
"SLC38A1"	1135.887	896.4656	2960.08	3136.364
"TM4SF18"	0.4368813	2.052382	-5.718119	21.47626
"PRDM7"	35.46999	24.16297	14.90117	55.99415
"MATN4"	19.55157	19.26966	14.60307	41.44809
"GPR126"	64.23823	65.1684	92.59464	79.96499
"ADAMDEC1"	8.379075	7.219499	8.401498	27.32741
"PCDHB1"	-0.2997022	-6.354286	-9.554909	22.30995
"LDLRAD1"	-7.614217	9.902005	-9.40714	19.37286
"JAK1"	634.8311	428.3651	644.8553	706.6783
"CPD"	563.2238	666.7552	1837.196	2211.885
"TMEM26"	78.26539	57.0457	63.35456	98.29657
"ADAM15"	13506.79	8790.489	7807.871	7582
"CRP"	8.046076	12.39225	5.782755	36.36297
"DHX16"	2291.045	1981.666	1425.08	1730.521
"ARF4"	7339.382	5986.009	5054.072	7116.368
"ZFPL"	76.57101	72.32999	37.10089	58.4846
"RPS18"	23769.08	16039.51	13890.82	16120.69
"ATP6V1E2"	289.0465	217.4816	199.5669	263.8142
"CSE1L"	525.9113	745.045	1070.967	1036.426
"KLK2"	26.87302	22.76548	16.07813	46.18685
"PTBP2"	82.16185	67.5281	443.6392	426.3656
"ADIPOQ"	16.65848	18.42455	0.8255076	55.37097
"BUB3"	4757.268	4334.696	3545.757	3244.832
"CAMLG"	9861.946	10952.67	10465.55	11632.38
"KRT17"	149.5041	174.931	86.2393	131.7713
"EPHB1"	36.09772	16.57376	18.57011	41.58014
"LBP"	20.39634	19.59308	15.3658	43.16895
"M-RIP"	1781.412	1408.227	858.0776	1169.737
"CARM1"	164.6251	168.3726	71.12544	117.0647
"TCF3"	511.474	477.9429	334.477	542.2058
"C17orf50"	-11.67256	-0.4537959	-10.15295	34.92105
"PDE3A"	35.02528	27.42394	15.50395	55.90793
"SIGLEC8"	8.655881	9.633377	2.43697	36.77991
"TRIM61"	52.38648	59.40233	100.444	113.6854
"7A5"	-5.255983	-6.677992	-5.425431	19.04465
"C1orf201"	367.8554	221.482	224.0562	292.3089
"SLC30A2"	4712.519	2295.281	1474.713	663.1225
"SFRS1"	4471.044	4677.029	5814.041	6135.609
"KITLG"	13.09629	10.50901	9.678193	50.81285
"CETN2"	12369.04	11896.49	9212.372	9843.077
"MAP4K3"	55.08279	34.16746	177.9477	202.3485
"SSR2"	3899.949	3818.2	1352.573	1665.158
"CDC37L1"	797.4376	1446.135	2546.819	2610.522
"MLLT3"	862.665	824.6591	481.125	683.6404
"GNPDA2"	280.2682	233.205	887.6326	825.533
"KIAA0494"	1520.659	1260.343	2256.901	2367.973
"STATIP1"	1333.144	1140.439	927.3752	1031.298
"STOX2"	811.6303	315.5919	2146.395	916.6925
"USP30"	244.9212	227.1676	150.2898	196.3989
"ZNF312"	37.16079	40.08799	22.11551	54.72324
"MID1IP1"	314.4592	267.0921	246.8546	325.1738
"LOC440350"	-3.576946	3.17596	-3.621181	40.2128
"GAS2L3"	15.99867	19.3075	19.59273	45.76189
"PIGY"	3660.768	4659.431	4513.504	4020.514
"VPS39"	2159.933	1720.013	1024.026	1205.082
"FLJ20130"	63.35696	79.0791	102.0123	93.89182
"IZUMO1"	33.55013	26.61002	11.92793	54.60301
"NAT9"	962.7355	1732.362	418.5089	676.6923
"PQLC1"	7280.184	4940.386	4383.708	4340.199
"ZADH2"	373.6585	293.7955	474.4276	439.5852
"MGC34647"	10.26061	17.62704	5.030385	28.07014
"IRAK1BP1"	185.89	220.3639	151.8814	170.7737
"Ells1"	1161.782	761.7473	1640.104	1402.98
"LRRC16"	195.1688	268.2771	348.822	305.3979
"FLJ44790"	33.39946	33.82996	20.5997	53.39708
"OR4F6"	-7.475637	-1.425254	-4.170793	12.80651
"IRF2BP2"	439.2689	305.9019	287.0225	275.6946
"IFIT1L"	10.41409	6.501422	0.704903	39.86007
"PLK2"	90.75871	111.7814	56.40419	90.423
"CST9L"	-4.278475	1.124618	-4.859921	24.47312
"TJAP1"	2648.322	1652.399	1973.974	2121.503
"LOC200261"	41.85271	19.85047	6.574136	42.80956
"PRNPIP"	73.36023	74.04222	15.44584	66.8241
"XAB1"	4005.2	3713.506	1638.889	2125.879
"SPTBN2"	35.07135	61.36022	24.05233	70.19682
"ICEBERG"	-0.3525713	15.33285	-8.941883	36.44776
"FOXO1A"	333.568	736.7379	351.2505	924.2831
"LAPTM5"	1.992558	10.23788	0.2408601	33.31229
"KLHL12"	513.6808	408.3807	378.8967	337.0215
"DAZ1"	18.90779	20.69383	9.442831	33.16753
"NRG2"	13.64528	24.12191	15.67098	32.19138
"CHST4"	117.6915	59.11302	70.862	78.39045
"TCHHL1"	-5.466069	-3.659332	-17.55629	18.14965
"SIP1"	299.8814	522.3059	526.0112	587.4772
"RRAGD"	873.2651	1030.869	689.7887	713.8508
"TERF2IP"	3131.613	3788.349	1136.39	1234.961
"GJA1"	4320.83	3648.906	10003.16	5966.577
"DUB3"	9.568926	5.732497	6.40007	26.02317
"ABCB6"	572.8542	404.5544	339.0937	253.4577
"CCNH"	307.2628	348.5521	464.4653	362.6998
"FVT1"	260.1754	295.3636	241.3256	270.3521
"SOX1"	25.19113	23.87605	7.402392	29.54482
"ADAM18"	411.8003	368.2194	263.9983	425.0689
"C3AR1"	41.89648	26.38587	8.039778	39.59504
"EIF3S8"	574.4858	507.9619	466.3401	523.4441
"CSH1"	353.4395	315.9922	314.9089	317.2871
